attribute,model,group,n,base_rate,selection_rate,tpr,fpr,tnr,accuracy,selection_rate_lo,selection_rate_hi,tpr_lo,tpr_hi,fpr_lo,fpr_hi
Victim Sex,graphsage_fairloss_a50_sstate20_mb,Female,43051,0.7664862604817542,0.6471394392697034,0.7131947390750955,0.43031930766935245,0.5696806923306476,0.6796822373464031,0.6424647511091497,0.6516230749576084,0.7079023690884312,0.7179730651674674,0.42032238359301294,0.44004894074170864
Victim Sex,graphsage_fairloss_a50_sstate20_mb,Unknown,288,0.3368055555555556,0.28125,0.5154639175257731,0.16230366492146597,0.837696335078534,0.7291666666666666,0.2326388888888889,0.3368055555555556,0.4166666666666667,0.6200263157894736,0.11229810105860527,0.2127746773630973
Victim Sex,graphsage_fairloss_a100_sstate20_mb,Male,148198,0.6839296076870133,0.5934358088503219,0.6922955493947137,0.37951794368181724,0.6204820563181828,0.6695974304646486,0.5909521383554435,0.5958923197344094,0.6894364272819969,0.6950910713736016,0.37518573566663366,0.38369703431771196
Victim Sex,graphsage_fairloss_a100_sstate20_mb,Female,43051,0.7664862604817542,0.6517618638359155,0.7177707739863022,0.4350940017905103,0.5649059982094897,0.6820747485540406,0.6470924020347959,0.6562449188172168,0.7124636402145118,0.7227884180603508,0.42551419544935454,0.44459282281217183
Victim Sex,graphsage_fairloss_a100_sstate20_mb,Unknown,288,0.3368055555555556,0.2743055555555556,0.5051546391752577,0.15706806282722513,0.8429319371727748,0.7291666666666666,0.22569444444444445,0.32994791666666656,0.41173374613003094,0.6098347757671124,0.10694661419215286,0.21053953980428455
Victim Sex,graphsage_fairloss_a50_sstate50_mb,Male,148198,0.6839296076870133,0.5824572531343203,0.6844815848930019,0.36169168036549176,0.6383083196345082,0.6698875828283782,0.579967340989757,0.5849269220907165,0.6816094452852146,0.6873733209776226,0.3572918416528611,0.36576437376550525
Victim Sex,graphsage_fairloss_a50_sstate50_mb,Female,43051,0.7664862604817542,0.651576037722701,0.719528456270077,0.42852879737391825,0.5714712026260818,0.6849550533088662,0.6470685930640403,0.6563616408445797,0.7145282908013928,0.7244267500801438,0.4190447041760867,0.43803975170856063
Victim Sex,graphsage_fairloss_a50_sstate50_mb,Unknown,288,0.3368055555555556,0.2916666666666667,0.5154639175257731,0.17801047120418848,0.8219895287958116,0.71875,0.2394965277777778,0.34375,0.4183450564691896,0.6170278434462831,0.12624813710879285,0.23404863221884498
Victim Sex,graphsage_fairloss_a100_sstate50_mb,Male,148198,0.6839296076870133,0.5804599252351583,0.6811369712994663,0.3626096795542367,0.6373903204457634,0.6673099502017571,0.5779765921267493,0.5829297628847893,0.678261004664382,0.6840295116317482,0.3582684715492178,0.3667005025643732
Victim Sex,graphsage_fairloss_a100_sstate50_mb,Female,43051,0.7664862604817542,0.6485099068546607,0.714800897024062,0.43091614443449716,0.5690838555655028,0.6807739657615386,0.6440721469884555,0.6529470860142622,0.70994890029814,0.7195614295897562,0.42149929065370245,0.4406692678969355
Victim Sex,graphsage_fairloss_a100_sstate50_mb,Unknown,288,0.3368055555555556,0.28125,0.5051546391752577,0.16753926701570682,0.8324607329842932,0.7222222222222222,0.2326388888888889,0.3368055555555556,0.40424994627122285,0.6111742424242425,0.11700579759090397,0.2198952879581152
