attribute,group_set,model_a,model_b,metric,quantity,diff,diff_lo,diff_hi,significant,stratum,n_strata,n_strata_used,min_stratum_n,n_standardized,signed_as,gap_a,gap_b
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,tpr,amplification,1.2876074139850837,1.138370030355414,1.4323365398297196,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,fpr,gap,0.08712215904841358,0.07283408816160641,0.09745311050478295,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,fpr,amplification,1.3182686917056683,1.0919676106382392,1.4983139638939773,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,selection_rate,signed_gap,-0.09244957089291839,-0.09560651201228443,-0.08961260915337889,True,State,51,39,100,182377,Black-White,-0.1029455690793667,-0.010495998186448308
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,tpr,signed_gap,-0.08940670021896979,-0.0933533687634122,-0.08608506730577715,True,State,51,39,100,182377,Black-White,-0.08725125351451068,0.0021554467044591075
Victim Race,named_n>=5000,graphsage_geo_blind_mb,graphsage_fairloss_a100_sstate20_mb,fpr,signed_gap,-0.09445421998154635,-0.10065216845465927,-0.088537559156768,True,State,51,39,100,182377,Black-White,-0.09078818951497997,0.0036660304665663834
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,selection_rate,gap,0.03665248439997171,0.03406807275668596,0.03902394276777348,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,selection_rate,amplification,0.5545985451400834,0.5027311946832175,0.6089762036725282,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,tpr,gap,0.03377727660678975,0.030650768017772122,0.03684312951081775,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,tpr,amplification,0.5110930069704694,0.4541338839350774,0.5741011070579838,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,fpr,gap,0.04539091083522401,0.03998747704151012,0.05047908076067261,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,fpr,amplification,0.6868220128570032,0.588945970927653,0.7837695640282163,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,selection_rate,signed_gap,-0.03665248439997171,-0.03902394276777348,-0.03406807275668596,True,State,51,39,100,182377,Black-White,-0.10871015872282308,-0.07205767432285137
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,tpr,signed_gap,-0.03377727660678975,-0.03684312951081775,-0.030650768017772122,True,State,51,39,100,182377,Black-White,-0.09314877129678834,-0.05937149468999858
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a10_mb,fpr,signed_gap,-0.04539091083522401,-0.05047908076067261,-0.03998747704151013,True,State,51,39,100,182377,Black-White,-0.0977183951206641,-0.052327484285440096
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,selection_rate,gap,0.04893401708191514,0.04622555291013429,0.051823328980904575,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,selection_rate,amplification,0.7404337011739119,0.6760881005846682,0.8078403525952204,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,tpr,gap,0.047705702749957446,0.04425764282723376,0.05105599214392752,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,tpr,amplification,0.721847748471645,0.6542822182759414,0.795171862135674,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,fpr,gap,0.055484255394031845,0.04980124346443859,0.06111078030472097,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,fpr,amplification,0.8395471091104164,0.7339997799634688,0.9453116631433248,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,selection_rate,signed_gap,-0.04893401708191514,-0.051823328980904575,-0.04622555291013429,True,State,51,39,100,182377,Black-White,-0.10871015872282308,-0.05977614164090794
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,tpr,signed_gap,-0.047705702749957446,-0.05105599214392752,-0.04425764282723376,True,State,51,39,100,182377,Black-White,-0.09314877129678834,-0.04544306854683089
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a25_mb,fpr,signed_gap,-0.055484255394031845,-0.061110780304720974,-0.04980124346443859,True,State,51,39,100,182377,Black-White,-0.0977183951206641,-0.04223413972663226
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,selection_rate,gap,0.047803663238596195,0.04494490175484073,0.050423047475737934,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,selection_rate,amplification,0.7233300148273824,0.664567917131511,0.7924549471313173,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,tpr,gap,0.047440547484778994,0.04413372471513738,0.05053902447633535,True,State,51,39,100,182377,,,
Victim Race,named_n>=5000,graphsage_fairloss_a0_mb,graphsage_fairloss_a50_mb,tpr,amplification,0.7178356132313851,0.6503194860814636,0.7912732223393095,True,State,51,39,100,182377,,,
