State,City,mean_Black,mean_White,size_Black,size_White,min_race_n,gap_pp,weight
Pennsylvania,Beaver,0.5,0.4,14.0,10.0,10,9.999999999999998,24.0
Pennsylvania,Berks,0.56,0.448,50.0,125.0,10,11.200000000000005,175.0
Pennsylvania,Bucks,0.47058823529411764,0.5897435897435898,17.0,39.0,10,-11.915535444947212,56.0
Pennsylvania,Chester,0.5675675675675675,0.46875,37.0,32.0,10,9.881756756756754,69.0
Pennsylvania,Dauphin,0.3076923076923077,0.45614035087719296,78.0,57.0,10,-14.844804318488524,135.0
Pennsylvania,Delaware,0.3231707317073171,0.2857142857142857,328.0,84.0,10,3.745644599303138,412.0
Pennsylvania,Erie,0.34615384615384615,0.5172413793103449,26.0,29.0,10,-17.10875331564987,55.0
Pennsylvania,Lancaster,0.5714285714285714,0.40425531914893614,21.0,47.0,10,16.717325227963524,68.0
Pennsylvania,Lehigh,0.5483870967741935,0.5181818181818182,62.0,110.0,10,3.0205278592375318,172.0
Pennsylvania,Luzerne,0.3333333333333333,0.5121951219512195,15.0,41.0,10,-17.886178861788622,56.0
Pennsylvania,Montgomery,0.5853658536585366,0.48148148148148145,41.0,54.0,10,10.38843721770551,95.0
Pennsylvania,Northampton,0.26666666666666666,0.5641025641025641,15.0,39.0,10,-29.743589743589745,54.0
Pennsylvania,Philadelphia,0.7196765498652291,0.6399317406143344,2226.0,586.0,10,7.974480925089466,2812.0
Pennsylvania,York,0.38235294117647056,0.359375,34.0,64.0,10,2.297794117647056,98.0
Rhodes Island,Providence,0.7364341085271318,0.7028301886792453,129.0,212.0,10,3.3603919847886465,341.0
South Carolina,Aiken,0.8846153846153846,0.8,26.0,20.0,10,8.461538461538453,46.0
South Carolina,Anderson,0.8,0.6,15.0,30.0,10,20.000000000000007,45.0
South Carolina,Berkeley,0.7894736842105263,0.7142857142857143,19.0,14.0,10,7.518796992481203,33.0
South Carolina,Charleston,0.7439024390243902,0.6666666666666666,82.0,18.0,10,7.72357723577236,100.0
South Carolina,Florence,0.8148148148148148,0.7142857142857143,27.0,21.0,10,10.052910052910047,48.0
South Carolina,Greenville,0.6862745098039216,0.525,51.0,40.0,10,16.127450980392155,91.0
South Carolina,Horry,0.76,0.7,25.0,30.0,10,6.000000000000005,55.0
South Carolina,Richland,0.7701149425287356,0.6538461538461539,87.0,26.0,10,11.626878868258173,113.0
South Carolina,Spartanburg,0.6428571428571429,0.6666666666666666,42.0,42.0,10,-2.3809523809523725,84.0
South Carolina,York,0.9,0.75,10.0,20.0,10,15.000000000000002,30.0
Tennessee,Davidson,0.6916666666666667,0.6653386454183267,360.0,251.0,10,2.6328021248339994,611.0
Tennessee,Hamilton,0.7317073170731707,0.6888888888888889,82.0,45.0,10,4.281842818428183,127.0
Tennessee,Knox,0.6704545454545454,0.6470588235294118,88.0,119.0,10,2.3395721925133617,207.0
Tennessee,Madison,0.8627450980392157,0.75,51.0,16.0,10,11.274509803921573,67.0
Tennessee,Maury,0.8823529411764706,0.8,17.0,10.0,10,8.23529411764705,27.0
Tennessee,Montgomery,0.6363636363636364,0.5789473684210527,11.0,19.0,10,5.741626794258369,30.0
Tennessee,Rutherford,1.0,0.6190476190476191,12.0,21.0,10,38.095238095238095,33.0
Tennessee,Shelby,0.6280120481927711,0.5198019801980198,664.0,202.0,10,10.82100679947513,866.0
Texas,Angelina,0.7,0.7222222222222222,10.0,18.0,10,-2.2222222222222254,28.0
Texas,Bell,0.6949152542372882,0.651685393258427,59.0,89.0,10,4.322986097886117,148.0
Texas,Bexar,0.7122302158273381,0.6885593220338984,278.0,1416.0,10,2.3670893793439785,1694.0
