attribute,model,group_set,n_groups,groups,stratum,n_strata,n_strata_used,min_stratum_n,n_standardized,base_rate_gap,base_rate_gap_lo,base_rate_gap_hi,selection_rate_gap,selection_rate_gap_lo,selection_rate_gap_hi,selection_rate_max_group,selection_rate_min_group,selection_rate_amplification,selection_rate_amplification_lo,selection_rate_amplification_hi,tpr_gap,tpr_gap_lo,tpr_gap_hi,tpr_max_group,tpr_min_group,tpr_amplification,tpr_amplification_lo,tpr_amplification_hi,fpr_gap,fpr_gap_lo,fpr_gap_hi,fpr_max_group,fpr_min_group,fpr_amplification,fpr_amplification_lo,fpr_amplification_hi
Victim Sex,graphsage_fairloss_a0_mb,named_all,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05898862572238889,0.07044943487215923,0.044038808529643036,0.03890172253714267,0.04907768881712944,Female,Male,0.6827538452926104,0.6001943438485471,0.7723138852710671,0.03733990546843435,0.030895264155274015,0.04326375447993986,Female,Male,0.5788976789477818,0.4736460293923836,0.6890080818868358,0.016324185350793385,0.004754545946924218,0.02540723251153872,Female,Male,0.25308133193524945,0.07384039817667468,0.3937165080422886
Victim Sex,graphsage_fairloss_a0_mb,named_all,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.061167513477631816,0.07223928968873547,0.0464600334787757,0.04057755045439962,0.05153974428984223,Female,Male,0.696039261498629,0.6039675358606622,0.7847536344604911,0.03894702969503139,0.03194162167635216,0.045332967688248696,Female,Male,0.5834834750792603,0.4705104594232543,0.7005239975906833,0.02089991208683828,0.009941244936758943,0.031146495532841736,Female,Male,0.31311125466482403,0.14554730153859283,0.4655356001582404
Victim Sex,graphsage_fairloss_a0_mb,named_all,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06568780389460215,0.07742479651008684,0.04938656108728223,0.04331653914936469,0.05454711812347228,Female,Male,0.6911913174072506,0.6045603499394058,0.7830766349652507,0.041189497743817194,0.03445202730691537,0.048039668556894066,Female,Male,0.5764690349379962,0.4732093487190969,0.6924868912370478,0.02276983048945236,0.011392427967332853,0.034139211547852495,Female,Male,0.31867594719400705,0.15831924220148746,0.4798614522648413
Victim Sex,graphsage_fairloss_a0_mb,named_n>=5000,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05898862572238889,0.07044943487215923,0.044038808529643036,0.03890172253714267,0.04907768881712944,Female,Male,0.6827538452926104,0.6001943438485471,0.7723138852710671,0.03733990546843435,0.030895264155274015,0.04326375447993986,Female,Male,0.5788976789477818,0.4736460293923836,0.6890080818868358,0.016324185350793385,0.004754545946924218,0.02540723251153872,Female,Male,0.25308133193524945,0.07384039817667468,0.3937165080422886
Victim Sex,graphsage_fairloss_a0_mb,named_n>=5000,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.061167513477631816,0.07223928968873547,0.0464600334787757,0.04057755045439962,0.05153974428984223,Female,Male,0.696039261498629,0.6039675358606622,0.7847536344604911,0.03894702969503139,0.03194162167635216,0.045332967688248696,Female,Male,0.5834834750792603,0.4705104594232543,0.7005239975906833,0.02089991208683828,0.009941244936758943,0.031146495532841736,Female,Male,0.31311125466482403,0.14554730153859283,0.4655356001582404
Victim Sex,graphsage_fairloss_a0_mb,named_n>=5000,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06568780389460215,0.07742479651008684,0.04938656108728223,0.04331653914936469,0.05454711812347228,Female,Male,0.6911913174072506,0.6045603499394058,0.7830766349652507,0.041189497743817194,0.03445202730691537,0.048039668556894066,Female,Male,0.5764690349379962,0.4732093487190969,0.6924868912370478,0.02276983048945236,0.011392427967332853,0.034139211547852495,Female,Male,0.31867594719400705,0.15831924220148746,0.4798614522648413
Victim Sex,graphsage_fairloss_a10_mb,named_all,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05892352648181357,0.07027121152029461,0.0226317968222568,0.017316073259196506,0.027906650167035037,Female,Male,0.35087112531384734,0.27203513727555123,0.4364696265890628,0.02050554033006935,0.014132329610246427,0.027128405107244343,Female,Male,0.31790679579203035,0.221925861034989,0.42413622738652157,0.01604893320220918,0.006519115123674717,0.02759731272933198,Male,Female,0.24881397164223834,0.10521370871815353,0.4384543664240503
Victim Sex,graphsage_fairloss_a10_mb,named_all,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.06136775995650334,0.07267328659146102,0.024443077904900523,0.01937041591095156,0.029848270840854382,Female,Male,0.36619306142886465,0.29295634440269397,0.4504451282053821,0.02149145974724731,0.015630737937142064,0.028455577037079433,Female,Male,0.32197350391138213,0.228596690292319,0.42913201035340465,0.011711482350169056,0.002089098253264836,0.0227775363592251,Male,Female,0.17545513672067867,0.03308424449829479,0.34490027352496216
Victim Sex,graphsage_fairloss_a10_mb,named_all,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06527830730971397,0.07797822143347959,0.02747764298137889,0.021986595714475678,0.03311118842865243,Female,Male,0.38456429914161744,0.3086140011348125,0.46178960862051627,0.02369240545172413,0.017081626128231237,0.030622735931468546,Female,Male,0.3315878768675996,0.23639237238971367,0.43750017830310556,0.009266052190735452,0.0011181255273514767,0.02094679115778215,Male,Female,0.12968335271532117,0.015368191111635211,0.29293787313280645
Victim Sex,graphsage_fairloss_a10_mb,named_n>=5000,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05892352648181357,0.07027121152029461,0.0226317968222568,0.017316073259196506,0.027906650167035037,Female,Male,0.35087112531384734,0.27203513727555123,0.4364696265890628,0.02050554033006935,0.014132329610246427,0.027128405107244343,Female,Male,0.31790679579203035,0.221925861034989,0.42413622738652157,0.01604893320220918,0.006519115123674717,0.02759731272933198,Male,Female,0.24881397164223834,0.10521370871815353,0.4384543664240503
Victim Sex,graphsage_fairloss_a10_mb,named_n>=5000,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.06136775995650334,0.07267328659146102,0.024443077904900523,0.01937041591095156,0.029848270840854382,Female,Male,0.36619306142886465,0.29295634440269397,0.4504451282053821,0.02149145974724731,0.015630737937142064,0.028455577037079433,Female,Male,0.32197350391138213,0.228596690292319,0.42913201035340465,0.011711482350169056,0.002089098253264836,0.0227775363592251,Male,Female,0.17545513672067867,0.03308424449829479,0.34490027352496216
Victim Sex,graphsage_fairloss_a10_mb,named_n>=5000,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06527830730971397,0.07797822143347959,0.02747764298137889,0.021986595714475678,0.03311118842865243,Female,Male,0.38456429914161744,0.3086140011348125,0.46178960862051627,0.02369240545172413,0.017081626128231237,0.030622735931468546,Female,Male,0.3315878768675996,0.23639237238971367,0.43750017830310556,0.009266052190735452,0.0011181255273514767,0.02094679115778215,Male,Female,0.12968335271532117,0.015368191111635211,0.29293787313280645
Victim Sex,graphsage_fairloss_a25_mb,named_all,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05842995893128257,0.0699968653851095,0.02128947811601123,0.016218594243296587,0.027012032678092678,Female,Male,0.3300605428095437,0.2556635290266103,0.4179199905850161,0.01850143834857554,0.012607584837964595,0.02515161591918084,Female,Male,0.28683628367083125,0.1921131547565329,0.39449561201038413,0.017486306352851644,0.008339431093069834,0.028662639075060146,Male,Female,0.27109822679098794,0.12647434126177742,0.4558367182323794
Victim Sex,graphsage_fairloss_a25_mb,named_all,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.0608848930446556,0.07256886178064445,0.023102088538047072,0.017264403567848908,0.028532209266384726,Female,Male,0.34610307916467653,0.26306755700093176,0.4288602205040183,0.01961710134878214,0.01311375369504123,0.025912745350885093,Female,Male,0.2938928733615259,0.191257829513272,0.39251846752158487,0.013621522073636316,0.002887746744861021,0.025159032910406526,Male,Female,0.20407032571236408,0.044408467433290306,0.37905820126809764
Victim Sex,graphsage_fairloss_a25_mb,named_all,2,Male | Female,State|City,2814,156,50,139592,0.07145136208096148,0.06518401613691861,0.07731326566847842,0.026225323891084007,0.020446325896298127,0.03235625336127106,Female,Male,0.367037424162301,0.2884249915091298,0.4526764903365982,0.02191320279861897,0.014250796967628479,0.02885578334073223,Female,Male,0.30668698483017215,0.1993830599584961,0.41188940632370924,0.011108327263240014,0.0012335301170891253,0.02236894133450607,Male,Female,0.1554669769717361,0.017224469316675105,0.319896084093541
Victim Sex,graphsage_fairloss_a25_mb,named_n>=5000,2,Male | Female,State|City,2814,335,20,158686,0.06450173636264056,0.05842995893128257,0.0699968653851095,0.02128947811601123,0.016218594243296587,0.027012032678092678,Female,Male,0.3300605428095437,0.2556635290266103,0.4179199905850161,0.01850143834857554,0.012607584837964595,0.02515161591918084,Female,Male,0.28683628367083125,0.1921131547565329,0.39449561201038413,0.017486306352851644,0.008339431093069834,0.028662639075060146,Male,Female,0.27109822679098794,0.12647434126177742,0.4558367182323794
Victim Sex,graphsage_fairloss_a25_mb,named_n>=5000,2,Male | Female,State|City,2814,242,30,151094,0.06674915633170386,0.0608848930446556,0.07256886178064445,0.023102088538047072,0.017264403567848908,0.028532209266384726,Female,Male,0.34610307916467653,0.26306755700093176,0.4288602205040183,0.01961710134878214,0.01311375369504123,0.025912745350885093,Female,Male,0.2938928733615259,0.191257829513272,0.39251846752158487,0.013621522073636316,0.002887746744861021,0.025159032910406526,Male,Female,0.20407032571236408,0.044408467433290306,0.37905820126809764
