attribute,group_set,model_a,model_b,metric,quantity,diff,diff_lo,diff_hi,significant
Victim Sex,named_all,logreg,xgboost,tpr,amplification,0.6968448506140854,0.5602113783129621,0.8495694958039339,True
Victim Sex,named_all,logreg,xgboost,fpr,gap,0.08311001881750557,0.0662599846908112,0.10037277319451803,True
Victim Sex,named_all,logreg,xgboost,fpr,amplification,1.0349246621972576,0.8004699777281067,1.2677631201278303,True
Victim Sex,named_n>=1000,graphsage_geo,logreg,selection_rate,gap,-0.050390369822659375,-0.05919619050198182,-0.04201951409192389,True
Victim Sex,named_n>=1000,graphsage_geo,logreg,selection_rate,amplification,-0.6274843539769019,-0.7628710292423508,-0.501123203817544,True
Victim Sex,named_n>=1000,graphsage_geo,logreg,tpr,gap,-0.04770641718521029,-0.056623979138225,-0.03805667249136235,True
Victim Sex,named_n>=1000,graphsage_geo,logreg,tpr,amplification,-0.5940625257041314,-0.7332888000471236,-0.4649512341152989,True
Victim Sex,named_n>=1000,graphsage_geo,logreg,fpr,gap,-0.07512428812868682,-0.09477560651274007,-0.05722617857439644,True
Victim Sex,named_n>=1000,graphsage_geo,logreg,fpr,amplification,-0.9354826243645911,-1.199294975974254,-0.6934460150084965,True
Victim Sex,named_n>=1000,graphsage_geo,xgboost,selection_rate,gap,0.00920204859172169,0.0027314612470238533,0.01595922241635883,True
Victim Sex,named_n>=1000,graphsage_geo,xgboost,selection_rate,amplification,0.11458819485075589,0.03505720859606793,0.2000201633488712,True
Victim Sex,named_n>=1000,graphsage_geo,xgboost,tpr,gap,0.00825397371363934,0.0012577355269920156,0.015795437904662674,True
Victim Sex,named_n>=1000,graphsage_geo,xgboost,tpr,amplification,0.10278232490995398,0.015935168330174977,0.1959687421747005,True
Victim Sex,named_n>=1000,graphsage_geo,xgboost,fpr,gap,0.007985730688818748,-0.006662242766420598,0.022560387468931478,False
Victim Sex,named_n>=1000,graphsage_geo,xgboost,fpr,amplification,0.09944203783266659,-0.0834291472473851,0.27836815593494235,False
Victim Sex,named_n>=1000,logreg,xgboost,selection_rate,gap,0.059592418414381065,0.05152953074835805,0.06835814287328683,True
Victim Sex,named_n>=1000,logreg,xgboost,selection_rate,amplification,0.7420725488276578,0.6170964987493589,0.8886327479983246,True
Victim Sex,named_n>=1000,logreg,xgboost,tpr,gap,0.05596039089884963,0.047067760045406665,0.06599094190628775,True
Victim Sex,named_n>=1000,logreg,xgboost,tpr,amplification,0.6968448506140854,0.5602113783129621,0.8495694958039339,True
Victim Sex,named_n>=1000,logreg,xgboost,fpr,gap,0.08311001881750557,0.0662599846908112,0.10037277319451803,True
Victim Sex,named_n>=1000,logreg,xgboost,fpr,amplification,1.0349246621972576,0.8004699777281067,1.2677631201278303,True
